Start time,Duration,User,Location,Call type,Direction,Calling number,Called number,Calling display,Called display,Correlation ID,Related reason,User type,Answered,Answer indicator,Call outcome,Call outcome reason,Call Recording Result,Call Recording Trigger,_day
2026-08-12 09:17:05,173,Taylor Brooks,Denver,SIP_ENTERPRISE,ORIGINATING,+13125551006,+13125551007,Riley Park,Jamie Ortiz,rnd-502-7,CallQueue,User,True,No,Success,Success,,,2026-08-12
2026-08-09 19:44:57,136,Jordan Lee,Singapore,SIP_ENTERPRISE,TERMINATING,+13125551009,+13125551008,Marcus Webb,Priya Nair,rnd-503-7,SimultaneousRingPersonal,User,True,No,Success,Success,,always-pause-resume,2026-08-09
2026-08-10 14:31:47,1842,Jamie Ortiz,Dallas,SIP_MOBILE,ORIGINATING,+13125551007,+155509979,Jamie Ortiz,+155509979,rnd-504-7,,User,True,Yes-PostRedirection,Success,Success,success,,2026-08-10
2026-08-25 18:18:43,7,Priya Nair,Denver,SIP_INBOUND,ORIGINATING,+155509938,+13125551008,+155509938,Priya Nair,rnd-505-7,Deflection,User,True,No,Success,Success,,always,2026-08-25
2026-08-06 04:33:05,1986,Riley Park,Dallas,SIP_ENTERPRISE,TERMINATING,+13125551005,+13125551002,Morgan Quinn,Sam Chen,rnd-506-7,HuntGroup,User,False,No,Refusal,CallRejected,,always,2026-08-06
2026-08-06 14:15:02,16,Marcus Webb,London,SIP_NATIONAL,ORIGINATING,+13125551009,+155509927,Marcus Webb,+155509927,rnd-507-7,,AutomatedAttendantVideo,True,Yes,Success,Success,,always,2026-08-06
2026-08-15 21:36:01,1553,Taylor Brooks,Singapore,SIP_INBOUND,ORIGINATING,+155509919,+13125551003,+155509919,Taylor Brooks,rnd-508-7,ConsultativeTransfer,CallCenterPremium,True,No,Success,Success,,always,2026-08-15
2026-08-12 05:01:39,813,Riley Park,Denver,SIP_MOBILE,TERMINATING,+13125551006,+155509958,Riley Park,+155509958,rnd-509-7,CallQueue,CallCenterPremium,True,Yes-PostRedirection,Success,Success,,always,2026-08-12
2026-08-11 01:06:26,2154,Sam Chen,Dallas,SIP_MOBILE,ORIGINATING,+13125551002,+155509931,Sam Chen,+155509931,rnd-510-7,CallForwardBusy,User,True,Yes,Success,Success,,always-pause-resume,2026-08-11
2026-08-08 09:17:09,902,Morgan Quinn,Chicago,SIP_ENTERPRISE,TERMINATING,+13125551001,+13125551002,Jordan Lee,Sam Chen,rnd-511-7,CallForwardBusy,AutomatedAttendantVideo,False,No,Refusal,TemporarilyUnavailable,success,,2026-08-08
2026-09-04 20:56:23,1738,Riley Park,Singapore,SIP_ENTERPRISE,ORIGINATING,+13125551002,+13125551009,Sam Chen,Marcus Webb,rnd-512-7,CallForwardNoAnswer,User,True,Yes,Success,Success,,always,2026-09-04
2026-08-23 14:57:45,1927,Taylor Brooks,London,SIP_ENTERPRISE,TERMINATING,+13125551006,+13125551007,Riley Park,Jamie Ortiz,rnd-513-7,SimultaneousRingPersonal,HuntGroup,True,No,Success,Success,,,2026-08-23
2026-08-26 17:52:22,2042,Alex Morgan,London,SIP_ENTERPRISE,ORIGINATING,+13125551008,+13125551004,Priya Nair,Casey Rivera,rnd-514-7,,CallCenterPremium,True,Yes,Success,Success,,always,2026-08-26
2026-09-02 08:02:22,2053,Morgan Quinn,London,SIP_ENTERPRISE,ORIGINATING,+13125551007,+13125551000,Jamie Ortiz,Alex Morgan,rnd-515-7,HuntGroup,User,True,Yes,Success,Success,,always-pause-resume,2026-09-02
2026-08-30 03:34:25,26,Riley Park,London,SIP_ENTERPRISE,TERMINATING,+13125551003,+13125551007,Taylor Brooks,Jamie Ortiz,rnd-516-7,ConsultativeTransfer,AutomatedAttendantVideo,True,No,Success,Success,,,2026-08-30
2026-08-23 20:14:01,152,Marcus Webb,Dallas,SIP_INTERNATIONAL,TERMINATING,+13125551009,+155509949,Marcus Webb,+155509949,rnd-517-7,SimultaneousRingPersonal,HuntGroup,True,No,Success,Success,,always-pause-resume,2026-08-23
2026-08-17 15:40:28,2120,Taylor Brooks,Denver,SIP_ENTERPRISE,ORIGINATING,+13125551007,+13125551009,Jamie Ortiz,Marcus Webb,rnd-518-7,,User,True,No,Success,Success,,,2026-08-17
2026-08-30 06:35:47,416,Jordan Lee,Chicago,SIP_INBOUND,ORIGINATING,+155509942,+13125551001,+155509942,Jordan Lee,rnd-519-7,,User,True,Yes,Success,Success,,always,2026-08-30
2026-08-27 15:28:37,622,Jamie Ortiz,Singapore,SIP_ENTERPRISE,TERMINATING,+13125551006,+13125551004,Riley Park,Casey Rivera,rnd-520-7,CallQueue,User,True,Yes-PostRedirection,Success,Success,success,always,2026-08-27
2026-08-13 18:07:43,2102,Taylor Brooks,Dallas,SIP_INBOUND,TERMINATING,+155509936,+13125551003,+155509936,Taylor Brooks,rnd-521-7,CallForwardNoAnswer,User,True,Yes,Success,Success,,always-pause-resume,2026-08-13
2026-09-05 12:46:16,1847,Riley Park,Denver,SIP_ENTERPRISE,ORIGINATING,+13125551001,+13125551003,Jordan Lee,Taylor Brooks,rnd-522-7,,User,True,Yes,Success,Success,,always-pause-resume,2026-09-05
2026-08-20 03:29:23,632,Sam Chen,Dallas,SIP_ENTERPRISE,ORIGINATING,+13125551009,+13125551007,Marcus Webb,Jamie Ortiz,rnd-523-7,CallQueue,CallCenterPremium,True,Yes,Success,Success,success,always,2026-08-20
2026-08-28 22:49:15,1330,Taylor Brooks,Chicago,SIP_ENTERPRISE,ORIGINATING,+13125551008,+13125551005,Priya Nair,Morgan Quinn,rnd-524-7,ConsultativeTransfer,AutomatedAttendantVideo,False,Yes-PostRedirection,Refusal,TemporarilyUnavailable,,always,2026-08-28
2026-08-20 16:29:19,1346,Morgan Quinn,Chicago,SIP_NATIONAL,ORIGINATING,+13125551005,+155509943,Morgan Quinn,+155509943,rnd-525-7,HuntGroup,User,True,Yes,Success,Success,success,,2026-08-20
2026-08-30 13:10:44,2007,Jamie Ortiz,Dallas,SIP_NATIONAL,ORIGINATING,+13125551007,+155509989,Jamie Ortiz,+155509989,rnd-526-7,Deflection,User,False,Yes,Refusal,UnassignedNumber,,always-pause-resume,2026-08-30
2026-08-23 18:54:16,1382,Jordan Lee,Chicago,SIP_ENTERPRISE,ORIGINATING,+13125551000,+13125551003,Alex Morgan,Taylor Brooks,rnd-527-7,SimultaneousRingPersonal,AutomatedAttendantVideo,True,Yes-PostRedirection,Success,Success,,always,2026-08-23
2026-08-09 12:45:18,442,Alex Morgan,Chicago,SIP_ENTERPRISE,ORIGINATING,+13125551006,+13125551005,Riley Park,Morgan Quinn,rnd-528-7,CallForwardBusy,User,True,Yes-PostRedirection,Success,Success,,always-pause-resume,2026-08-09
2026-09-01 12:27:12,2370,Riley Park,London,SIP_ENTERPRISE,TERMINATING,+13125551000,+13125551006,Alex Morgan,Riley Park,rnd-529-7,Deflection,HuntGroup,True,Yes,Success,Success,,always,2026-09-01
2026-09-01 22:39:56,2046,Priya Nair,Singapore,SIP_ENTERPRISE,ORIGINATING,+13125551004,+13125551001,Casey Rivera,Jordan Lee,rnd-530-7,Deflection,AutomatedAttendantVideo,True,Yes,Success,Success,,always-pause-resume,2026-09-01
2026-08-29 17:13:08,1043,Morgan Quinn,Denver,SIP_ENTERPRISE,ORIGINATING,+13125551005,+13125551003,Morgan Quinn,Taylor Brooks,rnd-531-7,Deflection,User,True,Yes-PostRedirection,Success,Success,,always-pause-resume,2026-08-29
2026-08-16 10:39:58,1553,Casey Rivera,Dallas,SIP_ENTERPRISE,ORIGINATING,+13125551009,+13125551001,Marcus Webb,Jordan Lee,rnd-532-7,CallForwardNoAnswer,User,True,No,Success,Success,,,2026-08-16
2026-08-26 00:57:05,1729,Jamie Ortiz,Singapore,SIP_ENTERPRISE,TERMINATING,+13125551007,+13125551000,Jamie Ortiz,Alex Morgan,rnd-533-7,Deflection,User,True,No,Success,Success,,always,2026-08-26
2026-08-08 16:15:43,1469,Priya Nair,London,SIP_ENTERPRISE,TERMINATING,+13125551000,+13125551006,Alex Morgan,Riley Park,rnd-534-7,CallQueue,HuntGroup,True,Yes-PostRedirection,Success,Success,success,,2026-08-08
2026-08-07 08:13:04,606,Priya Nair,Chicago,SIP_ENTERPRISE,ORIGINATING,+13125551008,+13125551002,Priya Nair,Sam Chen,rnd-535-7,CallForwardNoAnswer,CallCenterPremium,False,No,Refusal,CallRejected,,always-pause-resume,2026-08-07
2026-08-26 21:44:14,35,Marcus Webb,Denver,SIP_ENTERPRISE,TERMINATING,+13125551009,+13125551007,Marcus Webb,Jamie Ortiz,rnd-536-7,ConsultativeTransfer,User,False,Yes,Refusal,UnassignedNumber,,always-pause-resume,2026-08-26
2026-08-28 00:50:13,436,Taylor Brooks,Dallas,SIP_MOBILE,TERMINATING,+13125551003,+155509920,Taylor Brooks,+155509920,rnd-537-7,ConsultativeTransfer,AutomatedAttendantVideo,False,Yes-PostRedirection,Refusal,TemporarilyUnavailable,,always,2026-08-28
2026-08-21 06:27:58,1889,Casey Rivera,Dallas,SIP_ENTERPRISE,ORIGINATING,+13125551008,+13125551003,Priya Nair,Taylor Brooks,rnd-538-7,CallForwardNoAnswer,CallCenterPremium,True,No,Success,Success,,,2026-08-21
2026-08-17 17:54:29,1099,Jamie Ortiz,Chicago,SIP_NATIONAL,TERMINATING,+13125551007,+155509929,Jamie Ortiz,+155509929,rnd-539-7,Deflection,HuntGroup,True,Yes-PostRedirection,Success,Success,success,always-pause-resume,2026-08-17
2026-08-20 22:50:53,754,Priya Nair,Singapore,SIP_INBOUND,TERMINATING,+155509982,+13125551008,+155509982,Priya Nair,rnd-540-7,,User,False,No,Refusal,TemporarilyUnavailable,,,2026-08-20
2026-08-26 08:03:23,1055,Riley Park,Chicago,SIP_INBOUND,TERMINATING,+155509940,+13125551006,+155509940,Riley Park,rnd-541-7,,User,True,Yes-PostRedirection,Success,Success,,always,2026-08-26
2026-08-24 18:05:05,2227,Casey Rivera,Denver,SIP_NATIONAL,TERMINATING,+13125551004,+155509957,Casey Rivera,+155509957,rnd-542-7,CallQueue,AutomatedAttendantVideo,True,Yes-PostRedirection,Success,Success,,always-pause-resume,2026-08-24
2026-08-21 04:26:48,221,Jamie Ortiz,Chicago,SIP_ENTERPRISE,ORIGINATING,+13125551007,+13125551004,Jamie Ortiz,Casey Rivera,rnd-543-7,HuntGroup,User,True,Yes-PostRedirection,Success,Success,,,2026-08-21
2026-09-05 01:52:31,432,Priya Nair,Dallas,SIP_ENTERPRISE,TERMINATING,+13125551001,+13125551008,Jordan Lee,Priya Nair,rnd-544-7,CallForwardNoAnswer,User,False,Yes-PostRedirection,Refusal,TemporarilyUnavailable,,,2026-09-05
2026-09-01 12:50:08,1746,Taylor Brooks,London,SIP_ENTERPRISE,ORIGINATING,+13125551005,+13125551009,Morgan Quinn,Marcus Webb,rnd-545-7,Deflection,AutomatedAttendantVideo,True,Yes-PostRedirection,Success,Success,,,2026-09-01
2026-08-26 07:20:07,1495,Jordan Lee,Dallas,SIP_ENTERPRISE,TERMINATING,+13125551009,+13125551003,Marcus Webb,Taylor Brooks,rnd-546-7,ConsultativeTransfer,User,True,No,Success,Success,success,always,2026-08-26
2026-09-04 08:49:39,2289,Priya Nair,London,SIP_INBOUND,ORIGINATING,+155509971,+13125551008,+155509971,Priya Nair,rnd-547-7,Deflection,User,True,No,Success,Success,,always-pause-resume,2026-09-04
2026-08-28 14:06:13,1595,Sam Chen,Denver,SIP_INBOUND,TERMINATING,+155509968,+13125551002,+155509968,Sam Chen,rnd-548-7,,User,True,Yes,Success,Success,,always,2026-08-28
2026-08-22 10:00:21,181,Riley Park,London,SIP_ENTERPRISE,TERMINATING,+13125551000,+13125551009,Alex Morgan,Marcus Webb,rnd-549-7,SimultaneousRingPersonal,User,False,No,Refusal,CallRejected,,always-pause-resume,2026-08-22
2026-08-28 02:08:58,255,Priya Nair,Denver,SIP_ENTERPRISE,TERMINATING,+13125551008,+13125551005,Priya Nair,Morgan Quinn,rnd-550-7,Deflection,User,True,Yes-PostRedirection,Success,Success,,always-pause-resume,2026-08-28
2026-08-11 15:01:21,498,Taylor Brooks,Denver,SIP_INTERNATIONAL,TERMINATING,+13125551003,+155509938,Taylor Brooks,+155509938,rnd-551-7,HuntGroup,HuntGroup,True,Yes-PostRedirection,Success,Success,,,2026-08-11
2026-09-05 04:42:35,1978,Casey Rivera,Chicago,SIP_ENTERPRISE,ORIGINATING,+13125551005,+13125551003,Morgan Quinn,Taylor Brooks,rnd-552-7,ConsultativeTransfer,CallCenterPremium,True,Yes,Success,Success,,,2026-09-05
2026-08-27 03:30:15,304,Casey Rivera,Chicago,SIP_INBOUND,TERMINATING,+155509921,+13125551004,+155509921,Casey Rivera,rnd-553-7,,User,True,Yes,Success,Success,,,2026-08-27
2026-08-08 07:12:37,1278,Jordan Lee,Denver,SIP_ENTERPRISE,ORIGINATING,+13125551003,+13125551002,Taylor Brooks,Sam Chen,rnd-554-7,HuntGroup,CallCenterPremium,True,Yes,Success,Success,,always-pause-resume,2026-08-08
2026-08-06 18:15:29,1106,Morgan Quinn,Denver,SIP_ENTERPRISE,TERMINATING,+13125551002,+13125551009,Sam Chen,Marcus Webb,rnd-555-7,CallForwardBusy,User,True,No,Success,Success,,always-pause-resume,2026-08-06
2026-08-23 19:34:15,1138,Casey Rivera,Singapore,SIP_MOBILE,ORIGINATING,+13125551004,+155509951,Casey Rivera,+155509951,rnd-556-7,CallQueue,User,False,No,Refusal,CallRejected,,,2026-08-23
2026-08-29 12:20:23,2104,Riley Park,Dallas,SIP_INBOUND,ORIGINATING,+155509975,+13125551006,+155509975,Riley Park,rnd-557-7,,User,True,Yes,Success,Success,,,2026-08-29
2026-08-20 15:53:28,2075,Priya Nair,Chicago,SIP_INTERNATIONAL,ORIGINATING,+13125551008,+155509946,Priya Nair,+155509946,rnd-558-7,SimultaneousRingPersonal,AutomatedAttendantVideo,True,Yes,Success,Success,,,2026-08-20
2026-08-26 16:25:36,2319,Sam Chen,Dallas,SIP_ENTERPRISE,TERMINATING,+13125551003,+13125551001,Taylor Brooks,Jordan Lee,rnd-559-7,ConsultativeTransfer,User,True,No,Success,Success,,always-pause-resume,2026-08-26
2026-09-01 23:02:34,344,Taylor Brooks,London,UNKNOWN,ORIGINATING,+13125551003,+155509938,Taylor Brooks,+155509938,rnd-560-7,,User,True,No,Success,Success,success,,2026-09-01
2026-08-20 22:18:25,1214,Riley Park,Singapore,SIP_ENTERPRISE,ORIGINATING,+13125551008,+13125551009,Priya Nair,Marcus Webb,rnd-561-7,CallForwardNoAnswer,CallCenterPremium,True,Yes,Success,Success,,always,2026-08-20
2026-09-04 10:44:29,2396,Alex Morgan,London,SIP_ENTERPRISE,ORIGINATING,+13125551008,+13125551003,Priya Nair,Taylor Brooks,rnd-562-7,CallForwardBusy,CallCenterPremium,True,Yes-PostRedirection,Success,Success,,always,2026-09-04
2026-08-22 10:28:31,926,Alex Morgan,Singapore,SIP_ENTERPRISE,TERMINATING,+13125551006,+13125551000,Riley Park,Alex Morgan,rnd-563-7,CallQueue,AutomatedAttendantVideo,False,No,Refusal,TemporarilyUnavailable,,always-pause-resume,2026-08-22
2026-08-11 19:00:27,388,Jordan Lee,London,SIP_ENTERPRISE,ORIGINATING,+13125551001,+13125551009,Jordan Lee,Marcus Webb,rnd-564-7,HuntGroup,HuntGroup,True,No,Success,Success,success,always,2026-08-11
2026-08-20 21:04:54,1379,Sam Chen,Dallas,SIP_MOBILE,TERMINATING,+13125551002,+155509973,Sam Chen,+155509973,rnd-565-7,Deflection,CallCenterPremium,True,No,Success,Success,,always,2026-08-20
2026-09-02 04:30:00,2025,Jamie Ortiz,Denver,SIP_ENTERPRISE,ORIGINATING,+13125551008,+13125551004,Priya Nair,Casey Rivera,rnd-566-7,CallQueue,User,True,Yes,Success,Success,,always-pause-resume,2026-09-02
2026-08-10 17:48:02,176,Priya Nair,Dallas,SIP_MOBILE,ORIGINATING,+13125551008,+155509966,Priya Nair,+155509966,rnd-567-7,CallQueue,User,True,Yes-PostRedirection,Success,Success,,,2026-08-10
2026-08-06 07:35:54,1272,Priya Nair,London,SIP_INBOUND,TERMINATING,+155509933,+13125551008,+155509933,Priya Nair,rnd-568-7,ConsultativeTransfer,User,True,Yes-PostRedirection,Success,Success,,,2026-08-06
2026-08-31 02:54:28,1163,Riley Park,Chicago,SIP_ENTERPRISE,ORIGINATING,+13125551000,+13125551009,Alex Morgan,Marcus Webb,rnd-569-7,SimultaneousRingPersonal,User,True,No,Success,Success,,always,2026-08-31
2026-08-22 10:41:39,664,Sam Chen,London,SIP_INBOUND,ORIGINATING,+155509914,+13125551002,+155509914,Sam Chen,rnd-570-7,CallForwardBusy,User,False,Yes,Refusal,CallRejected,,,2026-08-22
2026-08-29 14:55:23,512,Casey Rivera,Chicago,SIP_ENTERPRISE,ORIGINATING,+13125551002,+13125551006,Sam Chen,Riley Park,rnd-571-7,,AutomatedAttendantVideo,True,Yes,Success,Success,,always,2026-08-29
2026-08-21 07:55:00,2163,Taylor Brooks,Singapore,SIP_ENTERPRISE,ORIGINATING,+13125551003,+13125551006,Taylor Brooks,Riley Park,rnd-572-7,HuntGroup,User,True,No,Success,Success,,,2026-08-21
2026-09-04 00:34:02,2084,Morgan Quinn,Denver,SIP_ENTERPRISE,ORIGINATING,+13125551006,+13125551004,Riley Park,Casey Rivera,rnd-573-7,CallForwardNoAnswer,User,True,Yes,Success,Success,,,2026-09-04
2026-08-31 06:22:02,31,Jordan Lee,Denver,SIP_ENTERPRISE,TERMINATING,+13125551001,+13125551009,Jordan Lee,Marcus Webb,rnd-574-7,CallForwardNoAnswer,CallCenterPremium,True,Yes,Success,Success,,always,2026-08-31
2026-08-13 04:18:39,1106,Morgan Quinn,Chicago,SIP_MOBILE,TERMINATING,+13125551005,+155509973,Morgan Quinn,+155509973,rnd-575-7,CallForwardNoAnswer,AutomatedAttendantVideo,True,Yes-PostRedirection,Success,Success,,,2026-08-13
2026-08-19 19:43:51,1251,Jamie Ortiz,Dallas,SIP_ENTERPRISE,ORIGINATING,+13125551000,+13125551002,Alex Morgan,Sam Chen,rnd-576-7,Deflection,AutomatedAttendantVideo,True,Yes-PostRedirection,Success,Success,,always,2026-08-19
2026-08-20 10:26:49,691,Morgan Quinn,Singapore,SIP_MOBILE,ORIGINATING,+13125551005,+155509975,Morgan Quinn,+155509975,rnd-577-7,CallForwardNoAnswer,CallCenterPremium,True,Yes,Success,Success,,always-pause-resume,2026-08-20
2026-08-27 14:51:39,745,Priya Nair,Singapore,SIP_INBOUND,TERMINATING,+155509954,+13125551008,+155509954,Priya Nair,rnd-578-7,Deflection,User,True,No,Success,Success,,always-pause-resume,2026-08-27
2026-08-20 02:13:50,1689,Casey Rivera,Singapore,SIP_ENTERPRISE,TERMINATING,+13125551005,+13125551009,Morgan Quinn,Marcus Webb,rnd-579-7,Deflection,User,True,Yes,Success,Success,,always,2026-08-20
2026-08-28 11:14:37,2296,Jordan Lee,Dallas,SIP_ENTERPRISE,ORIGINATING,+13125551005,+13125551009,Morgan Quinn,Marcus Webb,rnd-580-7,CallQueue,AutomatedAttendantVideo,True,Yes,Success,Success,,,2026-08-28
2026-09-01 12:51:41,2311,Morgan Quinn,London,SIP_ENTERPRISE,ORIGINATING,+13125551001,+13125551000,Jordan Lee,Alex Morgan,rnd-581-7,CallQueue,CallCenterPremium,True,Yes-PostRedirection,Success,Success,,always,2026-09-01
2026-08-14 06:01:09,2225,Morgan Quinn,Denver,SIP_NATIONAL,TERMINATING,+13125551005,+155509947,Morgan Quinn,+155509947,rnd-582-7,SimultaneousRingPersonal,User,True,Yes-PostRedirection,Success,Success,,,2026-08-14
2026-08-09 17:17:45,444,Marcus Webb,Singapore,SIP_INBOUND,TERMINATING,+155509923,+13125551009,+155509923,Marcus Webb,rnd-583-7,CallForwardNoAnswer,AutomatedAttendantVideo,True,Yes-PostRedirection,Success,Success,,always-pause-resume,2026-08-09
2026-08-16 02:39:44,1160,Marcus Webb,London,SIP_ENTERPRISE,ORIGINATING,+13125551008,+13125551000,Priya Nair,Alex Morgan,rnd-584-7,HuntGroup,User,True,Yes-PostRedirection,Success,Success,,always-pause-resume,2026-08-16
2026-09-05 18:26:11,893,Jordan Lee,Dallas,SIP_ENTERPRISE,TERMINATING,+13125551007,+13125551002,Jamie Ortiz,Sam Chen,rnd-585-7,CallQueue,User,True,Yes,Success,Success,,,2026-09-05
2026-08-09 04:44:45,2022,Marcus Webb,Chicago,SIP_NATIONAL,ORIGINATING,+13125551009,+155509970,Marcus Webb,+155509970,rnd-586-7,CallQueue,User,True,Yes,Success,Success,,always,2026-08-09
2026-09-03 08:57:48,391,Alex Morgan,Singapore,SIP_NATIONAL,TERMINATING,+13125551000,+155509939,Alex Morgan,+155509939,rnd-587-7,,User,True,No,Success,Success,,,2026-09-03
2026-08-26 05:35:53,1381,Sam Chen,Chicago,SIP_NATIONAL,TERMINATING,+13125551002,+155509980,Sam Chen,+155509980,rnd-588-7,CallForwardNoAnswer,User,True,Yes-PostRedirection,Success,Success,,always,2026-08-26
2026-08-20 04:33:54,2169,Sam Chen,Dallas,SIP_ENTERPRISE,TERMINATING,+13125551007,+13125551009,Jamie Ortiz,Marcus Webb,rnd-589-7,Deflection,AutomatedAttendantVideo,True,Yes,Success,Success,,always,2026-08-20
2026-08-27 01:56:35,1289,Casey Rivera,London,SIP_ENTERPRISE,TERMINATING,+13125551007,+13125551003,Jamie Ortiz,Taylor Brooks,rnd-590-7,HuntGroup,User,True,Yes-PostRedirection,Success,Success,,always-pause-resume,2026-08-27
2026-09-04 17:19:47,596,Jordan Lee,Denver,SIP_ENTERPRISE,TERMINATING,+13125551005,+13125551008,Morgan Quinn,Priya Nair,rnd-591-7,HuntGroup,User,True,No,Success,Success,,always,2026-09-04
2026-08-06 05:08:18,1955,Morgan Quinn,Dallas,SIP_ENTERPRISE,ORIGINATING,+13125551003,+13125551004,Taylor Brooks,Casey Rivera,rnd-592-7,HuntGroup,User,True,Yes,Success,Success,,always,2026-08-06
2026-08-29 09:02:40,1028,Casey Rivera,Denver,SIP_MOBILE,ORIGINATING,+13125551004,+155509939,Casey Rivera,+155509939,rnd-593-7,CallQueue,User,True,No,Success,Success,,,2026-08-29
2026-09-05 09:36:45,938,Marcus Webb,Chicago,SIP_ENTERPRISE,ORIGINATING,+13125551002,+13125551004,Sam Chen,Casey Rivera,rnd-594-7,Deflection,AutomatedAttendantVideo,True,Yes-PostRedirection,Success,Success,,always,2026-09-05
2026-08-12 13:53:55,1175,Alex Morgan,Chicago,SIP_MOBILE,TERMINATING,+13125551000,+155509989,Alex Morgan,+155509989,rnd-595-7,CallQueue,User,True,Yes-PostRedirection,Success,Success,,always-pause-resume,2026-08-12
2026-08-30 18:02:31,410,Alex Morgan,Chicago,SIP_ENTERPRISE,ORIGINATING,+13125551003,+13125551007,Taylor Brooks,Jamie Ortiz,rnd-596-7,CallQueue,User,True,Yes,Success,Success,,,2026-08-30
2026-08-30 00:30:14,2210,Casey Rivera,Dallas,SIP_INBOUND,TERMINATING,+155509991,+13125551004,+155509991,Casey Rivera,rnd-597-7,,User,True,Yes,Success,Success,,,2026-08-30
2026-08-17 04:48:59,1879,Riley Park,Singapore,SIP_ENTERPRISE,ORIGINATING,+13125551008,+13125551007,Priya Nair,Jamie Ortiz,rnd-598-7,HuntGroup,CallCenterPremium,True,Yes,Success,Success,success,always,2026-08-17
2026-09-01 14:29:01,924,Taylor Brooks,London,SIP_NATIONAL,ORIGINATING,+13125551003,+155509967,Taylor Brooks,+155509967,rnd-599-7,,HuntGroup,True,Yes,Success,Success,,always-pause-resume,2026-09-01
2026-09-01 03:51:07,1250,Sam Chen,London,SIP_ENTERPRISE,ORIGINATING,+13125551009,+13125551002,Marcus Webb,Sam Chen,rnd-600-7,CallForwardBusy,User,True,No,Success,Success,,,2026-09-01
2026-08-30 02:24:27,1999,Marcus Webb,Denver,SIP_NATIONAL,ORIGINATING,+13125551009,+155509917,Marcus Webb,+155509917,rnd-601-7,HuntGroup,AutomatedAttendantVideo,True,Yes,Success,Success,,always-pause-resume,2026-08-30
2026-08-18 23:41:09,483,Jordan Lee,Singapore,SIP_INBOUND,ORIGINATING,+155509928,+13125551001,+155509928,Jordan Lee,rnd-602-7,CallForwardBusy,CallCenterPremium,True,Yes,Success,Success,,,2026-08-18
2026-08-16 20:53:45,5,Riley Park,London,SIP_INTERNATIONAL,TERMINATING,+13125551006,+155509948,Riley Park,+155509948,rnd-603-7,CallForwardBusy,User,False,Yes-PostRedirection,Refusal,TemporarilyUnavailable,success,always,2026-08-16
2026-08-11 22:34:54,2377,Alex Morgan,Chicago,SIP_ENTERPRISE,ORIGINATING,+13125551000,+13125551003,Alex Morgan,Taylor Brooks,rnd-604-7,Deflection,CallCenterPremium,True,Yes,Success,Success,,always,2026-08-11
2026-08-22 17:26:51,1922,Casey Rivera,Chicago,SIP_ENTERPRISE,TERMINATING,+13125551006,+13125551000,Riley Park,Alex Morgan,rnd-605-7,CallQueue,CallCenterPremium,True,Yes,Success,Success,,always,2026-08-22
2026-08-18 08:57:58,52,Casey Rivera,London,SIP_ENTERPRISE,ORIGINATING,+13125551009,+13125551003,Marcus Webb,Taylor Brooks,rnd-606-7,ConsultativeTransfer,User,True,No,Success,Success,,,2026-08-18
2026-08-09 16:23:24,1440,Jordan Lee,Chicago,SIP_MOBILE,ORIGINATING,+13125551001,+155509913,Jordan Lee,+155509913,rnd-607-7,CallForwardBusy,HuntGroup,True,Yes-PostRedirection,Success,Success,,always-pause-resume,2026-08-09
2026-08-30 01:44:32,2147,Jordan Lee,Chicago,SIP_ENTERPRISE,TERMINATING,+13125551009,+13125551005,Marcus Webb,Morgan Quinn,rnd-608-7,ConsultativeTransfer,User,True,Yes-PostRedirection,Success,Success,,always-pause-resume,2026-08-30
2026-09-04 08:26:27,716,Taylor Brooks,Chicago,SIP_INTERNATIONAL,ORIGINATING,+13125551003,+155509973,Taylor Brooks,+155509973,rnd-609-7,Deflection,AutomatedAttendantVideo,True,No,Success,Success,,always,2026-09-04
2026-08-31 16:21:32,1725,Morgan Quinn,Denver,SIP_ENTERPRISE,ORIGINATING,+13125551008,+13125551005,Priya Nair,Morgan Quinn,rnd-610-7,HuntGroup,User,True,No,Success,Success,,always-pause-resume,2026-08-31
2026-08-29 14:58:59,154,Marcus Webb,Denver,SIP_MOBILE,TERMINATING,+13125551009,+155509933,Marcus Webb,+155509933,rnd-611-7,ConsultativeTransfer,CallCenterPremium,True,No,Success,Success,,always,2026-08-29
2026-08-31 10:17:26,965,Marcus Webb,Dallas,SIP_ENTERPRISE,TERMINATING,+13125551009,+13125551001,Marcus Webb,Jordan Lee,rnd-612-7,HuntGroup,User,True,Yes-PostRedirection,Success,Success,success,always-pause-resume,2026-08-31
2026-08-18 14:41:25,747,Taylor Brooks,Denver,SIP_ENTERPRISE,ORIGINATING,+13125551007,+13125551001,Jamie Ortiz,Jordan Lee,rnd-613-7,Deflection,HuntGroup,True,No,Success,Success,,always,2026-08-18
2026-08-20 01:18:50,435,Riley Park,Singapore,SIP_INTERNATIONAL,ORIGINATING,+13125551006,+155509965,Riley Park,+155509965,rnd-614-7,CallForwardNoAnswer,CallCenterPremium,True,No,Success,Success,,always,2026-08-20
2026-08-10 07:09:47,1352,Morgan Quinn,Denver,SIP_ENTERPRISE,ORIGINATING,+13125551005,+13125551001,Morgan Quinn,Jordan Lee,rnd-615-7,Deflection,CallCenterPremium,False,No,Refusal,CallRejected,,always,2026-08-10
2026-08-11 14:58:13,2393,Riley Park,Singapore,SIP_ENTERPRISE,TERMINATING,+13125551007,+13125551000,Jamie Ortiz,Alex Morgan,rnd-616-7,CallForwardBusy,HuntGroup,True,No,Success,Success,success,always,2026-08-11
