User Name,Start Time,Location,Call Quality,Duration(s),Audio Packet Loss (%),Audio Latency (ms),Call Type
Priya Nair,2026-08-23 18:08:13,London,Good,1925,0.03,68,SIP_MOBILE
Priya Nair,2026-08-26 23:31:33,London,Good,1129,0.02,81,SIP_INBOUND
Casey Rivera,2026-08-28 07:02:42,London,Good,2200,0.17,47,SIP_NATIONAL
Casey Rivera,2026-08-25 22:21:15,Denver,Good,1121,0.47,48,SIP_INBOUND
Jordan Lee,2026-08-31 00:34:42,Chicago,Good,101,0.16,39,SIP_MOBILE
Casey Rivera,2026-09-02 23:58:06,Dallas,Good,2156,0.68,40,SIP_ENTERPRISE
Riley Park,2026-08-27 01:49:41,Chicago,Good,1963,0.32,46,SIP_NATIONAL
Morgan Quinn,2026-08-31 13:03:03,London,Good,229,0.16,89,SIP_ENTERPRISE
Jordan Lee,2026-08-26 23:25:36,Singapore,Good,1965,0.77,50,SIP_ENTERPRISE
Sam Chen,2026-08-21 15:54:10,Dallas,Good,466,0.37,77,SIP_ENTERPRISE
Riley Park,2026-08-08 18:13:03,Dallas,Fair,2366,0.64,61,SIP_INTERNATIONAL
Morgan Quinn,2026-08-21 11:41:51,Singapore,Good,2291,0.27,23,SIP_ENTERPRISE
Taylor Brooks,2026-08-06 01:50:16,Denver,Good,557,0.37,44,SIP_ENTERPRISE
Jordan Lee,2026-08-08 15:50:01,London,Fair,1858,0.42,48,SIP_ENTERPRISE
Morgan Quinn,2026-08-27 14:12:02,Chicago,Fair,1539,0.01,23,SIP_ENTERPRISE
Jamie Ortiz,2026-08-18 08:09:49,London,Good,259,0.28,47,SIP_ENTERPRISE
Sam Chen,2026-08-16 14:01:02,Chicago,Good,809,0.19,20,SIP_ENTERPRISE
Sam Chen,2026-08-19 17:30:17,Chicago,Fair,116,0.09,39,SIP_INBOUND
Casey Rivera,2026-09-02 11:21:33,Chicago,Good,1406,0.44,69,SIP_INBOUND
Taylor Brooks,2026-08-12 02:47:59,London,Fair,270,0.45,88,SIP_NATIONAL
Casey Rivera,2026-09-01 19:57:51,Denver,Good,1930,0.06,76,SIP_INBOUND
Riley Park,2026-08-20 13:50:35,Chicago,Good,1132,0.62,28,SIP_INBOUND
Jamie Ortiz,2026-09-02 13:11:54,Chicago,Good,1582,0.13,87,SIP_ENTERPRISE
Casey Rivera,2026-08-13 16:56:19,Denver,Fair,227,0.4,79,SIP_ENTERPRISE
Morgan Quinn,2026-08-11 08:11:35,Dallas,Good,1782,0.5,82,SIP_MOBILE
